id,gsn,shardId,latency (ns),dataGenTime (ns),totalBytes,totalTime (ns)
3032,33033,0,20207045,581,1000000,81296251770
3033,33034,0,19853917,609,1000000,81296251770
3034,33035,0,20322967,671,1000000,81296251770
3035,33036,0,19751802,605,1000000,81296251770
3036,33037,0,19998143,602,1000000,81296251770
3037,33038,0,20053468,598,1000000,81296251770
3038,33039,0,19127672,601,1000000,81296251770
3039,33040,0,20630398,578,1000000,81296251770
3040,33041,0,20254054,595,1000000,81296251770
3041,33042,0,20116958,602,1000000,81296251770
3042,33043,0,19868373,595,1000000,81296251770
3043,33044,0,20008841,608,1000000,81296251770
3044,33045,0,20126309,515,1000000,81296251770
3045,33046,0,19333375,605,1000000,81296251770
3046,33047,0,20287101,574,1000000,81296251770
3047,33048,0,20079305,612,1000000,81296251770
3048,33049,0,19943691,598,1000000,81296251770
3049,33050,0,20201971,601,1000000,81296251770
3050,33051,0,20319373,582,1000000,81296251770
3051,33052,0,19255719,758,1000000,81296251770
3052,33053,0,20505259,528,1000000,81296251770
3053,33054,0,19776348,631,1000000,81296251770
3054,33055,0,19918130,745,1000000,81296251770
3055,33056,0,20093222,495,1000000,81296251770
3056,33057,0,20081778,608,1000000,81296251770
3057,33058,0,19788099,601,1000000,81296251770
3058,33059,0,20430856,619,1000000,81296251770
3059,33060,0,19375799,605,1000000,81296251770
3060,33061,0,20718372,612,1000000,81296251770
3061,33062,0,19204053,591,1000000,81296251770
3062,33063,0,20532564,769,1000000,81296251770
3063,33064,0,20115552,602,1000000,81296251770
3064,33065,0,19669846,799,1000000,81296251770
3065,33066,0,20070086,578,1000000,81296251770
3066,33067,0,20133530,598,1000000,81296251770
3067,33068,0,19960671,591,1000000,81296251770
3068,33069,0,19960197,799,1000000,81296251770
3069,33070,0,20111119,602,1000000,81296251770
3070,33071,0,19559193,758,1000000,81296251770
3071,33072,0,20218502,578,1000000,81296251770
3072,33073,0,19945984,598,1000000,81296251770
3073,33074,0,20034069,605,1000000,81296251770
3074,33075,0,19953699,769,1000000,81296251770
3075,33076,0,20464100,602,1000000,81296251770
3076,33077,0,19559781,599,1000000,81296251770
3077,33078,0,20159787,595,1000000,81296251770
3078,33079,0,19967023,665,1000000,81296251770
3079,33080,0,19984815,782,1000000,81296251770
3080,33081,0,20231254,598,1000000,81296251770
3081,33082,0,20210295,769,1000000,81296251770
3082,33083,0,19447280,488,1000000,81296251770
3083,33084,0,20011466,571,1000000,81296251770
3084,33085,0,20010566,782,1000000,81296251770
3085,33086,0,20106347,602,1000000,81296251770
3086,33087,0,19967287,608,1000000,81296251770
3087,33088,0,19867443,608,1000000,81296251770
3088,33089,0,19786304,792,1000000,81296251770
3089,33090,0,20445023,678,1000000,81296251770
3090,33091,0,19275298,619,1000000,81296251770
3091,33092,0,10657532,611,1000000,81296251770
3092,33093,0,19952136,591,1000000,81296251770
3093,33094,0,19815314,578,1000000,81296251770
3094,33095,0,20023462,615,1000000,81296251770
3095,33096,0,19249214,601,1000000,81296251770
3096,33097,0,21042197,588,1000000,81296251770
3097,33098,0,20033405,601,1000000,81296251770
3098,33099,0,19659885,585,1000000,81296251770
3099,33100,0,20095280,595,1000000,81296251770
3100,33101,0,20249740,578,1000000,81296251770
3101,33102,0,20026193,602,1000000,81296251770
3102,33103,0,19799071,502,1000000,81296251770
3103,33104,0,19919138,612,1000000,81296251770
3104,33105,0,19974316,618,1000000,81296251770
3105,33106,0,19310435,598,1000000,81296251770
3106,33107,0,10635711,588,1000000,81296251770
3107,33108,0,20068191,592,1000000,81296251770
3108,33109,0,20044293,608,1000000,81296251770
3109,33110,0,19910085,608,1000000,81296251770
3110,33111,0,20352758,595,1000000,81296251770
3111,33112,0,19571244,598,1000000,81296251770
3112,33113,0,20139526,612,1000000,81296251770
3113,33114,0,20057990,635,1000000,81296251770
3114,33115,0,20371063,598,1000000,81296251770
3115,33116,0,19639952,575,1000000,81296251770
3116,33117,0,20029171,611,1000000,81296251770
3117,33118,0,20176661,575,1000000,81296251770
3118,33119,0,19789732,598,1000000,81296251770
3119,33120,0,19880422,604,1000000,81296251770
3120,33121,0,20055531,598,1000000,81296251770
3121,33122,0,20075135,601,1000000,81296251770
3122,33123,0,19927621,605,1000000,81296251770
3123,33124,0,20231109,604,1000000,81296251770
3124,33125,0,20165374,595,1000000,81296251770
3125,33126,0,19418052,585,1000000,81296251770
3126,33127,0,20554942,582,1000000,81296251770
3127,33128,0,19432379,611,1000000,81296251770
3128,33129,0,20607534,595,1000000,81296251770
3129,33130,0,19450099,497,1000000,81296251770
3130,33131,0,20179436,611,1000000,81296251770
3131,33132,0,20191293,615,1000000,81296251770
3132,33133,0,19830313,581,1000000,81296251770
3133,33134,0,20177630,595,1000000,81296251770
3134,33135,0,19696699,608,1000000,81296251770
3135,33136,0,20081958,615,1000000,81296251770
3136,33137,0,20057364,598,1000000,81296251770
3137,33138,0,20115925,614,1000000,81296251770
3138,33139,0,19956033,15727,1000000,81296251770
3139,33140,0,19898957,605,1000000,81296251770
3140,33141,0,20124353,578,1000000,81296251770
3141,33142,0,19451899,588,1000000,81296251770
3142,33143,0,20542140,608,1000000,81296251770
3143,33144,0,19829029,481,1000000,81296251770
3144,33145,0,20069700,608,1000000,81296251770
3145,33146,0,19471184,594,1000000,81296251770
3146,33147,0,20516664,575,1000000,81296251770
3147,33148,0,19908792,605,1000000,81296251770
3148,33149,0,19996693,601,1000000,81296251770
3149,33150,0,19950922,602,1000000,81296251770
3150,33151,0,20119073,592,1000000,81296251770
3151,33152,0,20291236,582,1000000,81296251770
3152,33153,0,19639395,491,1000000,81296251770
3153,33154,0,20059034,614,1000000,81296251770
3154,33155,0,20086222,648,1000000,81296251770
3155,33156,0,19751971,518,1000000,81296251770
3156,33157,0,20400441,614,1000000,81296251770
3157,33158,0,19546922,595,1000000,81296251770
3158,33159,0,20169292,598,1000000,81296251770
3159,33160,0,19962077,595,1000000,81296251770
3160,33161,0,20461332,618,1000000,81296251770
3161,33162,0,19525553,598,1000000,81296251770
3162,33163,0,19918677,498,1000000,81296251770
3163,33164,0,20147517,621,1000000,81296251770
3164,33165,0,20372263,608,1000000,81296251770
3165,33166,0,19481580,672,1000000,81296251770
3166,33167,0,20215745,615,1000000,81296251770
3167,33168,0,19815856,611,1000000,81296251770
3168,33169,0,19870133,625,1000000,81296251770
3169,33170,0,20324768,611,1000000,81296251770
3170,33171,0,19847084,595,1000000,81296251770
3171,33172,0,20074537,611,1000000,81296251770
3172,33173,0,20176701,602,1000000,81296251770
3173,33174,0,19706015,611,1000000,81296251770
3174,33175,0,20035370,619,1000000,81296251770
3175,33176,0,20067107,595,1000000,81296251770
3176,33177,0,20300206,602,1000000,81296251770
3177,33178,0,19329597,602,1000000,81296251770
3178,33179,0,20370245,605,1000000,81296251770
3179,33180,0,19228451,748,1000000,81296251770
3180,33181,0,20700187,578,1000000,81296251770
3181,33182,0,20300425,622,1000000,81296251770
3182,33183,0,20097903,605,1000000,81296251770
3183,33184,0,19408123,608,1000000,81296251770
3184,33185,0,20259931,598,1000000,81296251770
3185,33186,0,20201579,601,1000000,81296251770
3186,33187,0,19416059,605,1000000,81296251770
3187,33188,0,20503954,598,1000000,81296251770
3188,33189,0,20125694,595,1000000,81296251770
3189,33190,0,19036456,595,1000000,81296251770
3190,33191,0,10811417,612,1000000,81296251770
3191,33192,0,20095806,592,1000000,81296251770
3192,33193,0,19866878,514,1000000,81296251770
3193,33194,0,19838094,592,1000000,81296251770
3194,33195,0,20020607,598,1000000,81296251770
3195,33196,0,20310743,595,1000000,81296251770
3196,33197,0,19584607,611,1000000,81296251770
3197,33198,0,20153492,608,1000000,81296251770
3198,33199,0,19990381,594,1000000,81296251770
3199,33200,0,20457773,508,1000000,81296251770
3200,33201,0,19204934,611,1000000,81296251770
3201,33202,0,20550267,571,1000000,81296251770
3202,33203,0,19946280,608,1000000,81296251770
3203,33204,0,19895664,598,1000000,81296251770
3204,33205,0,19984920,605,1000000,81296251770
3205,33206,0,20130379,605,1000000,81296251770
3206,33207,0,20016717,611,1000000,81296251770
3207,33208,0,19938902,498,1000000,81296251770
3208,33209,0,19911097,614,1000000,81296251770
3209,33210,0,19920443,595,1000000,81296251770
3210,33211,0,20186587,615,1000000,81296251770
3211,33212,0,20040620,575,1000000,81296251770
3212,33213,0,19744596,591,1000000,81296251770
3213,33214,0,20079253,588,1000000,81296251770
3214,33215,0,20259765,598,1000000,81296251770
3215,33216,0,19583458,602,1000000,81296251770
3216,33217,0,20276660,574,1000000,81296251770
3217,33218,0,19998004,595,1000000,81296251770
3218,33219,0,19762319,592,1000000,81296251770
3219,33220,0,19886776,495,1000000,81296251770
3220,33221,0,20269000,585,1000000,81296251770
3221,33222,0,20101428,598,1000000,81296251770
3222,33223,0,19007457,581,1000000,81296251770
3223,33224,0,21082331,494,1000000,81296251770
3224,33225,0,19556131,558,1000000,81296251770
3225,33226,0,20034360,621,1000000,81296251770
3226,33227,0,20397351,585,1000000,81296251770
3227,33228,0,19805219,568,1000000,81296251770
3228,33229,0,20061977,588,1000000,81296251770
3229,33230,0,19980335,581,1000000,81296251770
3230,33231,0,20082345,578,1000000,81296251770
3231,33232,0,20116972,558,1000000,81296251770
3232,33233,0,19759016,578,1000000,81296251770
3233,33234,0,19975658,595,1000000,81296251770
3234,33235,0,19917014,568,1000000,81296251770
3235,33236,0,19965382,557,1000000,81296251770
3236,33237,0,20129752,578,1000000,81296251770
3237,33238,0,19733076,555,1000000,81296251770
3238,33239,0,20109018,621,1000000,81296251770
3239,33240,0,20293820,568,1000000,81296251770
3240,33241,0,19357560,578,1000000,81296251770
3241,33242,0,20614125,561,1000000,81296251770
3242,33243,0,20150392,584,1000000,81296251770
3243,33244,0,19863747,585,1000000,81296251770
3244,33245,0,20196981,578,1000000,81296251770
3245,33246,0,19398146,588,1000000,81296251770
3246,33247,0,19525168,595,1000000,81296251770
3247,33248,0,10634998,598,1000000,81296251770
3248,33249,0,19982304,611,1000000,81296251770
3249,33250,0,20214177,581,1000000,81296251770
3250,33251,0,19912602,575,1000000,81296251770
3251,33252,0,20059181,554,1000000,81296251770
3252,33253,0,19609254,558,1000000,81296251770
3253,33254,0,20283471,595,1000000,81296251770
3254,33255,0,20066921,572,1000000,81296251770
3255,33256,0,20111808,604,1000000,81296251770
3256,33257,0,19437285,608,1000000,81296251770
3257,33258,0,20785941,612,1000000,81296251770
3258,33259,0,19281048,552,1000000,81296251770
3259,33260,0,20305661,568,1000000,81296251770
3260,33261,0,20135590,604,1000000,81296251770
3261,33262,0,19855503,568,1000000,81296251770
3262,33263,0,20037029,565,1000000,81296251770
3263,33264,0,19268940,621,1000000,81296251770
3264,33265,0,10564868,608,1000000,81296251770
3265,33266,0,20358397,574,1000000,81296251770
3266,33267,0,19581646,594,1000000,81296251770
3267,33268,0,20280339,591,1000000,81296251770
3268,33269,0,19983173,672,1000000,81296251770
3269,33270,0,20096286,555,1000000,81296251770
3270,33271,0,20287673,612,1000000,81296251770
3271,33272,0,19137127,588,1000000,81296251770
3272,33273,0,20467199,588,1000000,81296251770
3273,33274,0,19868294,542,1000000,81296251770
3274,33275,0,20121696,575,1000000,81296251770
3275,33276,0,19896561,574,1000000,81296251770
3276,33277,0,20193360,615,1000000,81296251770
3277,33278,0,19053009,561,1000000,81296251770
3278,33279,0,20936593,568,1000000,81296251770
3279,33280,0,19906909,574,1000000,81296251770
3280,33281,0,20007227,568,1000000,81296251770
3281,33282,0,20296827,581,1000000,81296251770
3282,33283,0,19455308,565,1000000,81296251770
3283,33284,0,20121282,542,1000000,81296251770
3284,33285,0,19898531,568,1000000,81296251770
3285,33286,0,19988565,572,1000000,81296251770
3286,33287,0,20053501,561,1000000,81296251770
3287,33288,0,20305774,521,1000000,81296251770
3288,33289,0,19885568,574,1000000,81296251770
3289,33290,0,19991251,568,1000000,81296251770
3290,33291,0,20231180,585,1000000,81296251770
3291,33292,0,18866618,595,1000000,81296251770
3292,33293,0,20146571,612,1000000,81296251770
3293,33294,0,10935538,575,1000000,81296251770
3294,33295,0,20184383,568,1000000,81296251770
3295,33296,0,19640621,611,1000000,81296251770
3296,33297,0,19985998,601,1000000,81296251770
3297,33298,0,19461647,568,1000000,81296251770
3298,33299,0,20284390,591,1000000,81296251770
3299,33300,0,20391994,595,1000000,81296251770
3300,33301,0,19814192,624,1000000,81296251770
3301,33302,0,20067168,515,1000000,81296251770
3302,33303,0,20160129,605,1000000,81296251770
3303,33304,0,19806385,595,1000000,81296251770
3304,33305,0,20195668,578,1000000,81296251770
3305,33306,0,19698434,601,1000000,81296251770
3306,33307,0,20305538,685,1000000,81296251770
3307,33308,0,19354410,602,1000000,81296251770
3308,33309,0,20679153,568,1000000,81296251770
3309,33310,0,19537904,585,1000000,81296251770
3310,33311,0,20149074,558,1000000,81296251770
3311,33312,0,19981603,498,1000000,81296251770
3312,33313,0,20243798,588,1000000,81296251770
3313,33314,0,19547271,612,1000000,81296251770
3314,33315,0,20136277,595,1000000,81296251770
3315,33316,0,20099052,618,1000000,81296251770
3316,33317,0,20273473,588,1000000,81296251770
3317,33318,0,19734607,612,1000000,81296251770
3318,33319,0,20506102,608,1000000,81296251770
3319,33320,0,19562445,561,1000000,81296251770
3320,33321,0,20221411,591,1000000,81296251770
3321,33322,0,20011122,561,1000000,81296251770
3322,33323,0,19560259,615,1000000,81296251770
3323,33324,0,20365906,551,1000000,81296251770
3324,33325,0,20023040,568,1000000,81296251770
3325,33326,0,19607365,588,1000000,81296251770
3326,33327,0,20318459,591,1000000,81296251770
3327,33328,0,19928403,605,1000000,81296251770
3328,33329,0,20143110,591,1000000,81296251770
3329,33330,0,19611850,631,1000000,81296251770
3330,33331,0,20052458,595,1000000,81296251770
3331,33332,0,20021701,615,1000000,81296251770
3332,33333,0,20486654,604,1000000,81296251770
3333,33334,0,19615748,605,1000000,81296251770
3334,33335,0,20219439,598,1000000,81296251770
3335,33336,0,19555459,588,1000000,81296251770
3336,33337,0,20085923,591,1000000,81296251770
3337,33338,0,20199833,578,1000000,81296251770
3338,33339,0,19877407,575,1000000,81296251770
3339,33340,0,20010260,598,1000000,81296251770
3340,33341,0,20498732,558,1000000,81296251770
3341,33342,0,19420378,608,1000000,81296251770
3342,33343,0,20308637,588,1000000,81296251770
3343,33344,0,19571790,575,1000000,81296251770
3344,33345,0,20206415,574,1000000,81296251770
3345,33346,0,20122220,595,1000000,81296251770
3346,33347,0,19845268,541,1000000,81296251770
3347,33348,0,19566621,601,1000000,81296251770
3348,33349,0,20358597,578,1000000,81296251770
3349,33350,0,20126490,608,1000000,81296251770
3350,33351,0,20094740,595,1000000,81296251770
3351,33352,0,20023053,601,1000000,81296251770
3352,33353,0,19727768,575,1000000,81296251770
3353,33354,0,20363355,571,1000000,81296251770
3354,33355,0,19727428,598,1000000,81296251770
3355,33356,0,20096432,602,1000000,81296251770
3356,33357,0,20057273,568,1000000,81296251770
3357,33358,0,19741797,619,1000000,81296251770
3358,33359,0,20309098,595,1000000,81296251770
3359,33360,0,19634504,595,1000000,81296251770
3360,33361,0,20344876,598,1000000,81296251770
3361,33362,0,19678929,574,1000000,81296251770
3362,33363,0,20389304,615,1000000,81296251770
3363,33364,0,19715012,565,1000000,81296251770
3364,33365,0,20056670,585,1000000,81296251770
3365,33366,0,20022613,575,1000000,81296251770
3366,33367,0,20136047,591,1000000,81296251770
3367,33368,0,19782814,584,1000000,81296251770
3368,33369,0,20275058,581,1000000,81296251770
3369,33370,0,20008471,599,1000000,81296251770
3370,33371,0,19695696,564,1000000,81296251770
3371,33372,0,19956237,602,1000000,81296251770
3372,33373,0,20233200,552,1000000,81296251770
3373,33374,0,19650147,614,1000000,81296251770
3374,33375,0,20343634,584,1000000,81296251770
3375,33376,0,19971876,582,1000000,81296251770
3376,33377,0,20071478,561,1000000,81296251770
3377,33378,0,19795140,588,1000000,81296251770
3378,33379,0,20262872,595,1000000,81296251770
3379,33380,0,20150778,584,1000000,81296251770
3380,33381,0,19496540,494,1000000,81296251770
3381,33382,0,20096081,631,1000000,81296251770
3382,33383,0,20131521,605,1000000,81296251770
3383,33384,0,19542235,578,1000000,81296251770
3384,33385,0,20289343,589,1000000,81296251770
3385,33386,0,20005542,595,1000000,81296251770
3386,33387,0,20282437,541,1000000,81296251770
3387,33388,0,19755117,512,1000000,81296251770
3388,33389,0,20356811,561,1000000,81296251770
3389,33390,0,19377216,615,1000000,81296251770
3390,33391,0,20246345,575,1000000,81296251770
3391,33392,0,20391715,588,1000000,81296251770
3392,33393,0,19589767,602,1000000,81296251770
3393,33394,0,20210987,562,1000000,81296251770
3394,33395,0,19953584,578,1000000,81296251770
3395,33396,0,19794921,604,1000000,81296251770
3396,33397,0,20007534,568,1000000,81296251770
3397,33398,0,20472135,605,1000000,81296251770
3398,33399,0,19449882,605,1000000,81296251770
3399,33400,0,20087940,575,1000000,81296251770
3400,33401,0,20297614,594,1000000,81296251770
3401,33402,0,19838395,558,1000000,81296251770
3402,33403,0,19889286,518,1000000,81296251770
3403,33404,0,20245365,561,1000000,81296251770
3404,33405,0,19992290,601,1000000,81296251770
3405,33406,0,20008498,551,1000000,81296251770
3406,33407,0,19752438,605,1000000,81296251770
3407,33408,0,20019841,564,1000000,81296251770
3408,33409,0,20360755,589,1000000,81296251770
3409,33410,0,19405401,599,1000000,81296251770
3410,33411,0,19516750,578,1000000,81296251770
3411,33412,0,10955836,584,1000000,81296251770
3412,33413,0,20060554,598,1000000,81296251770
3413,33414,0,19350249,618,1000000,81296251770
3414,33415,0,20365161,561,1000000,81296251770
3415,33416,0,20080887,608,1000000,81296251770
3416,33417,0,20066306,551,1000000,81296251770
3417,33418,0,19852577,615,1000000,81296251770
3418,33419,0,19292879,582,1000000,81296251770
3419,33420,0,10976867,598,1000000,81296251770
3420,33421,0,19408220,561,1000000,81296251770
3421,33422,0,20357479,598,1000000,81296251770
3422,33423,0,19942867,605,1000000,81296251770
3423,33424,0,20175131,548,1000000,81296251770
3424,33425,0,19555341,602,1000000,81296251770
3425,33426,0,20441693,558,1000000,81296251770
3426,33427,0,20098555,598,1000000,81296251770
3427,33428,0,19335468,561,1000000,81296251770
3428,33429,0,20217440,605,1000000,81296251770
3429,33430,0,20324913,602,1000000,81296251770
3430,33431,0,19895292,551,1000000,81296251770
3431,33432,0,19768309,504,1000000,81296251770
3432,33433,0,20137096,772,1000000,81296251770
3433,33434,0,20025649,588,1000000,81296251770
3434,33435,0,19745005,621,1000000,81296251770
3435,33436,0,20483974,594,1000000,81296251770
3436,33437,0,19731546,658,1000000,81296251770
3437,33438,0,19908581,644,1000000,81296251770
3438,33439,0,20148275,591,1000000,81296251770
3439,33440,0,19304351,631,1000000,81296251770
3440,33441,0,20934781,565,1000000,81296251770
3441,33442,0,19042713,501,1000000,81296251770
3442,33443,0,10881763,574,1000000,81296251770
3443,33444,0,20001510,604,1000000,81296251770
3444,33445,0,19994611,574,1000000,81296251770
3445,33446,0,19672970,638,1000000,81296251770
3446,33447,0,20157363,564,1000000,81296251770
3447,33448,0,20080820,604,1000000,81296251770
3448,33449,0,20397721,541,1000000,81296251770
3449,33450,0,19595592,615,1000000,81296251770
3450,33451,0,20067648,632,1000000,81296251770
3451,33452,0,19894311,595,1000000,81296251770
3452,33453,0,19841732,574,1000000,81296251770
3453,33454,0,19859321,595,1000000,81296251770
3454,33455,0,20426911,601,1000000,81296251770
3455,33456,0,20036277,558,1000000,81296251770
3456,33457,0,19916473,628,1000000,81296251770
3457,33458,0,19887964,588,1000000,81296251770
3458,33459,0,19472609,655,1000000,81296251770
3459,33460,0,19828560,594,1000000,81296251770
3460,33461,0,20727502,542,1000000,81296251770
3461,33462,0,20046744,698,1000000,81296251770
3462,33463,0,19774659,584,1000000,81296251770
3463,33464,0,20300010,605,1000000,81296251770
3464,33465,0,20055855,591,1000000,81296251770
3465,33466,0,20161297,665,1000000,81296251770
3466,33467,0,19477038,591,1000000,81296251770
3467,33468,0,20241958,695,1000000,81296251770
3468,33469,0,19255442,608,1000000,81296251770
3469,33470,0,20855603,675,1000000,81296251770
3470,33471,0,19364691,605,1000000,81296251770
3471,33472,0,20466047,675,1000000,81296251770
3472,33473,0,19954654,575,1000000,81296251770
3473,33474,0,20258387,601,1000000,81296251770
3474,33475,0,19427638,661,1000000,81296251770
3475,33476,0,20393187,581,1000000,81296251770
3476,33477,0,19904248,591,1000000,81296251770
3477,33478,0,19824922,588,1000000,81296251770
3478,33479,0,20356059,655,1000000,81296251770
3479,33480,0,19884098,592,1000000,81296251770
3480,33481,0,19190764,598,1000000,81296251770
3481,33482,0,10901377,598,1000000,81296251770
3482,33483,0,20219920,669,1000000,81296251770
3483,33484,0,19394473,608,1000000,81296251770
3484,33485,0,20350507,595,1000000,81296251770
3485,33486,0,19332305,631,1000000,81296251770
3486,33487,0,20540820,604,1000000,81296251770
3487,33488,0,20054632,659,1000000,81296251770
3488,33489,0,19971809,588,1000000,81296251770
3489,33490,0,20010813,658,1000000,81296251770
3490,33491,0,19641835,594,1000000,81296251770
3491,33492,0,20424373,628,1000000,81296251770
3492,33493,0,19951970,602,1000000,81296251770
3493,33494,0,19726475,635,1000000,81296251770
3494,33495,0,20326789,585,1000000,81296251770
3495,33496,0,19689533,598,1000000,81296251770
3496,33497,0,20105488,635,1000000,81296251770
3497,33498,0,20140259,594,1000000,81296251770
3498,33499,0,19736613,601,1000000,81296251770
3499,33500,0,20243724,661,1000000,81296251770
3500,33501,0,19849233,601,1000000,81296251770
3501,33502,0,19982400,588,1000000,81296251770
3502,33503,0,20034680,601,1000000,81296251770
3503,33504,0,20044359,605,1000000,81296251770
3504,33505,0,20134723,631,1000000,81296251770
3505,33506,0,20007794,588,1000000,81296251770
3506,33507,0,19845103,635,1000000,81296251770
3507,33508,0,20164000,585,1000000,81296251770
3508,33509,0,19925197,511,1000000,81296251770
3509,33510,0,20069396,661,1000000,81296251770
3510,33511,0,19652981,591,1000000,81296251770
3511,33512,0,20399305,668,1000000,81296251770
3512,33513,0,19763560,602,1000000,81296251770
3513,33514,0,20094718,588,1000000,81296251770
3514,33515,0,19244864,518,1000000,81296251770
3515,33516,0,20380514,668,1000000,81296251770
3516,33517,0,19647451,575,1000000,81296251770
3517,33518,0,20630608,588,1000000,81296251770
3518,33519,0,20254781,591,1000000,81296251770
3519,33520,0,19735794,584,1000000,81296251770
3520,33521,0,20130608,635,1000000,81296251770
3521,33522,0,19854351,608,1000000,81296251770
3522,33523,0,20048895,685,1000000,81296251770
3523,33524,0,20091891,591,1000000,81296251770
3524,33525,0,19618954,638,1000000,81296251770
3525,33526,0,20564292,628,1000000,81296251770
3526,33527,0,19675395,588,1000000,81296251770
3527,33528,0,20162764,658,1000000,81296251770
3528,33529,0,20243872,638,1000000,81296251770
3529,33530,0,19647514,665,1000000,81296251770
3530,33531,0,20119875,608,1000000,81296251770
3531,33532,0,19828066,578,1000000,81296251770
3532,33533,0,19970855,675,1000000,81296251770
3533,33534,0,20213863,588,1000000,81296251770
3534,33535,0,19659276,699,1000000,81296251770
3535,33536,0,20400340,594,1000000,81296251770
3536,33537,0,19791131,635,1000000,81296251770
3537,33538,0,20216604,581,1000000,81296251770
3538,33539,0,19773292,682,1000000,81296251770
3539,33540,0,20151542,589,1000000,81296251770
3540,33541,0,19250718,598,1000000,81296251770
3541,33542,0,20899910,631,1000000,81296251770
3542,33543,0,19530259,608,1000000,81296251770
3543,33544,0,20305639,631,1000000,81296251770
3544,33545,0,19753150,631,1000000,81296251770
3545,33546,0,20080464,638,1000000,81296251770
3546,33547,0,19995289,605,1000000,81296251770
3547,33548,0,20081824,658,1000000,81296251770
3548,33549,0,19895794,591,1000000,81296251770
3549,33550,0,19248066,628,1000000,81296251770
3550,33551,0,10881232,608,1000000,81296251770
3551,33552,0,20004840,655,1000000,81296251770
3552,33553,0,20139463,595,1000000,81296251770
3553,33554,0,19815235,591,1000000,81296251770
3554,33555,0,19389256,594,1000000,81296251770
3555,33556,0,19688115,631,1000000,81296251770
3556,33557,0,21005340,595,1000000,81296251770
3557,33558,0,19854448,588,1000000,81296251770
3558,33559,0,20037599,578,1000000,81296251770
3559,33560,0,20117239,631,1000000,81296251770
3560,33561,0,20134770,591,1000000,81296251770
3561,33562,0,19528025,588,1000000,81296251770
3562,33563,0,20284683,595,1000000,81296251770
3563,33564,0,19977139,588,1000000,81296251770
3564,33565,0,20127390,625,1000000,81296251770
3565,33566,0,19940512,585,1000000,81296251770
3566,33567,0,19761122,645,1000000,81296251770
3567,33568,0,20116712,602,1000000,81296251770
3568,33569,0,20107957,598,1000000,81296251770
3569,33570,0,19075730,594,1000000,81296251770
3570,33571,0,20889806,595,1000000,81296251770
3571,33572,0,19152657,581,1000000,81296251770
3572,33573,0,10619211,568,1000000,81296251770
3573,33574,0,19961814,658,1000000,81296251770
3574,33575,0,20021774,588,1000000,81296251770
3575,33576,0,20203328,588,1000000,81296251770
3576,33577,0,20101450,592,1000000,81296251770
3577,33578,0,19733929,688,1000000,81296251770
3578,33579,0,19920125,615,1000000,81296251770
3579,33580,0,20051194,598,1000000,81296251770
3580,33581,0,19892775,665,1000000,81296251770
3581,33582,0,20361416,618,1000000,81296251770
3582,33583,0,19979761,718,1000000,81296251770
3583,33584,0,20139270,588,1000000,81296251770
3584,33585,0,19517465,635,1000000,81296251770
3585,33586,0,20026955,602,1000000,81296251770
3586,33587,0,20266018,612,1000000,81296251770
3587,33588,0,19871202,628,1000000,81296251770
3588,33589,0,20210817,574,1000000,81296251770
3589,33590,0,19908802,605,1000000,81296251770
3590,33591,0,19969733,635,1000000,81296251770
3591,33592,0,20080547,672,1000000,81296251770
3592,33593,0,19838210,584,1000000,81296251770
3593,33594,0,20053525,631,1000000,81296251770
3594,33595,0,20230134,582,1000000,81296251770
3595,33596,0,19700053,591,1000000,81296251770
3596,33597,0,20448573,664,1000000,81296251770
3597,33598,0,19405456,1126,1000000,81296251770
3598,33599,0,20083229,511,1000000,81296251770
3599,33600,0,19403866,628,1000000,81296251770
3600,33601,0,20788648,765,1000000,81296251770
3601,33602,0,19898027,611,1000000,81296251770
3602,33603,0,20203864,581,1000000,81296251770
3603,33604,0,20230070,508,1000000,81296251770
3604,33605,0,19521589,521,1000000,81296251770
3605,33606,0,20229982,591,1000000,81296251770
3606,33607,0,19777572,518,1000000,81296251770
3607,33608,0,20247614,619,1000000,81296251770
3608,33609,0,19897235,615,1000000,81296251770
3609,33610,0,19764324,795,1000000,81296251770
3610,33611,0,19855569,602,1000000,81296251770
3611,33612,0,20512116,508,1000000,81296251770
3612,33613,0,19383899,608,1000000,81296251770
3613,33614,0,20596268,605,1000000,81296251770
3614,33615,0,19615845,628,1000000,81296251770
3615,33616,0,20286773,598,1000000,81296251770
3616,33617,0,19613766,618,1000000,81296251770
3617,33618,0,20223657,808,1000000,81296251770
3618,33619,0,20137370,614,1000000,81296251770
3619,33620,0,20110212,621,1000000,81296251770
3620,33621,0,19703953,508,1000000,81296251770
3621,33622,0,19980045,604,1000000,81296251770
3622,33623,0,20548887,608,1000000,81296251770
3623,33624,0,19554380,491,1000000,81296251770
3624,33625,0,20139018,612,1000000,81296251770
3625,33626,0,19821059,558,1000000,81296251770
3626,33627,0,20336288,615,1000000,81296251770
3627,33628,0,19567449,615,1000000,81296251770
3628,33629,0,20061764,775,1000000,81296251770
3629,33630,0,20296348,608,1000000,81296251770
3630,33631,0,19384671,605,1000000,81296251770
3631,33632,0,20325403,592,1000000,81296251770
3632,33633,0,19993796,608,1000000,81296251770
3633,33634,0,19938640,618,1000000,81296251770
3634,33635,0,19929469,592,1000000,81296251770
3635,33636,0,20267366,608,1000000,81296251770
3636,33637,0,19553926,511,1000000,81296251770
3637,33638,0,20449862,618,1000000,81296251770
